participant_id,zone,zone_title,pod_id,pod_size,function,industry,ai_maturity,primary_next_activity,networking_opt_in,pod_common_ground,pod_complementarity,pod_useful_diversity,pod_session_continuity,pod_friction,pod_total_score,pod_rationale,pod_starter
59,A,Rewire for Value,A5,17,Marketing/Sales,Technology,2,Reinvention of Commerce,True,0.359,0.618,0.676,1.0,0.01,2.081,"Este grupo compartilha interesse em escalar valor a partir de pilotos e crescimento comercial. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: escalar valor a partir de pilotos e crescimento comercial. Onde voces estao hoje: otimizando o que ja existe ou redesenhando do zero — e por que?
106,A,Rewire for Value,A5,17,Operations,Consumer/Retail,2,Reinvention of Commerce,True,0.359,0.618,0.676,1.0,0.01,2.081,"Este grupo compartilha interesse em escalar valor a partir de pilotos e crescimento comercial. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: escalar valor a partir de pilotos e crescimento comercial. Onde voces estao hoje: otimizando o que ja existe ou redesenhando do zero — e por que?
86,A,Rewire for Value,A5,17,Finance,Consumer/Retail,1,Reinvention of Commerce,True,0.359,0.618,0.676,1.0,0.01,2.081,"Este grupo compartilha interesse em escalar valor a partir de pilotos e crescimento comercial. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: escalar valor a partir de pilotos e crescimento comercial. Onde voces estao hoje: otimizando o que ja existe ou redesenhando do zero — e por que?
90,A,Rewire for Value,A5,17,Strategy,Professional Services,2,Reinvention of Commerce,True,0.359,0.618,0.676,1.0,0.01,2.081,"Este grupo compartilha interesse em escalar valor a partir de pilotos e crescimento comercial. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: escalar valor a partir de pilotos e crescimento comercial. Onde voces estao hoje: otimizando o que ja existe ou redesenhando do zero — e por que?
208,A,Rewire for Value,A5,17,Marketing/Sales,Technology,2,Reinvention of Commerce,True,0.359,0.618,0.676,1.0,0.01,2.081,"Este grupo compartilha interesse em escalar valor a partir de pilotos e crescimento comercial. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: escalar valor a partir de pilotos e crescimento comercial. Onde voces estao hoje: otimizando o que ja existe ou redesenhando do zero — e por que?
196,A,Rewire for Value,A5,17,Operations,Consumer/Retail,1,Reinvention of Commerce,True,0.359,0.618,0.676,1.0,0.01,2.081,"Este grupo compartilha interesse em escalar valor a partir de pilotos e crescimento comercial. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: escalar valor a partir de pilotos e crescimento comercial. Onde voces estao hoje: otimizando o que ja existe ou redesenhando do zero — e por que?
110,A,Rewire for Value,A5,17,Finance,Consumer/Retail,1,Reinvention of Commerce,True,0.359,0.618,0.676,1.0,0.01,2.081,"Este grupo compartilha interesse em escalar valor a partir de pilotos e crescimento comercial. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: escalar valor a partir de pilotos e crescimento comercial. Onde voces estao hoje: otimizando o que ja existe ou redesenhando do zero — e por que?
184,A,Rewire for Value,A5,17,Strategy,Consumer/Retail,2,Reinvention of Commerce,True,0.359,0.618,0.676,1.0,0.01,2.081,"Este grupo compartilha interesse em escalar valor a partir de pilotos e crescimento comercial. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: escalar valor a partir de pilotos e crescimento comercial. Onde voces estao hoje: otimizando o que ja existe ou redesenhando do zero — e por que?
45,A,Rewire for Value,A5,17,Marketing/Sales,Technology,2,Reinvention of Commerce,True,0.359,0.618,0.676,1.0,0.01,2.081,"Este grupo compartilha interesse em escalar valor a partir de pilotos e crescimento comercial. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: escalar valor a partir de pilotos e crescimento comercial. Onde voces estao hoje: otimizando o que ja existe ou redesenhando do zero — e por que?
35,A,Rewire for Value,A5,17,Marketing/Sales,Consumer/Retail,1,Reinvention of Commerce,True,0.359,0.618,0.676,1.0,0.01,2.081,"Este grupo compartilha interesse em escalar valor a partir de pilotos e crescimento comercial. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: escalar valor a partir de pilotos e crescimento comercial. Onde voces estao hoje: otimizando o que ja existe ou redesenhando do zero — e por que?
160,A,Rewire for Value,A5,17,Marketing/Sales,Consumer/Retail,2,Reinvention of Commerce,True,0.359,0.618,0.676,1.0,0.01,2.081,"Este grupo compartilha interesse em escalar valor a partir de pilotos e crescimento comercial. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: escalar valor a partir de pilotos e crescimento comercial. Onde voces estao hoje: otimizando o que ja existe ou redesenhando do zero — e por que?
79,A,Rewire for Value,A5,17,Marketing/Sales,Consumer/Retail,2,Reinvention of Commerce,True,0.359,0.618,0.676,1.0,0.01,2.081,"Este grupo compartilha interesse em escalar valor a partir de pilotos e crescimento comercial. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para A Reinvencao do Comercio depois — a conversa pode continuar la.",Comecem por aqui: escalar valor a partir de pilotos e crescimento comercial. Onde voces estao hoje: otimizando o que ja existe ou redesenhando do zero — e por que?
41,B,Trust x Autonomy,B1,10,Finance,Financial Services,1,Future of Financial Services,True,0.438,0.54,0.661,1.0,0.0,2.1,"Este grupo compartilha interesse em agentes autonomos e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
9,B,Trust x Autonomy,B1,10,Finance,Financial Services,1,Future of Financial Services,True,0.438,0.54,0.661,1.0,0.0,2.1,"Este grupo compartilha interesse em agentes autonomos e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
136,B,Trust x Autonomy,B1,10,Risk/Legal,Financial Services,1,Future of Financial Services,True,0.438,0.54,0.661,1.0,0.0,2.1,"Este grupo compartilha interesse em agentes autonomos e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
32,B,Trust x Autonomy,B1,10,Finance,Financial Services,0,Future of Financial Services,True,0.438,0.54,0.661,1.0,0.0,2.1,"Este grupo compartilha interesse em agentes autonomos e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
87,B,Trust x Autonomy,B1,10,Marketing/Sales,Financial Services,2,Future of Financial Services,True,0.438,0.54,0.661,1.0,0.0,2.1,"Este grupo compartilha interesse em agentes autonomos e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
193,B,Trust x Autonomy,B1,10,Technology/Data,Financial Services,2,Future of Financial Services,True,0.438,0.54,0.661,1.0,0.0,2.1,"Este grupo compartilha interesse em agentes autonomos e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
1,B,Trust x Autonomy,B1,10,Technology/Data,Financial Services,2,Future of Financial Services,True,0.438,0.54,0.661,1.0,0.0,2.1,"Este grupo compartilha interesse em agentes autonomos e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
148,B,Trust x Autonomy,B1,10,Finance,Technology,0,Future of Financial Services,True,0.438,0.54,0.661,1.0,0.0,2.1,"Este grupo compartilha interesse em agentes autonomos e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
100,B,Trust x Autonomy,B1,10,Technology/Data,Financial Services,1,Future of Financial Services,True,0.438,0.54,0.661,1.0,0.0,2.1,"Este grupo compartilha interesse em agentes autonomos e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
177,B,Trust x Autonomy,B1,10,Technology/Data,Financial Services,0,Future of Financial Services,True,0.438,0.54,0.661,1.0,0.0,2.1,"Este grupo compartilha interesse em agentes autonomos e arquitetura de dados e modelos. Ao mesmo tempo, reune 4 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
128,B,Trust x Autonomy,B2,10,Other,Financial Services,1,Future of Financial Services,True,0.475,0.586,0.644,1.0,0.031,2.135,"Este grupo compartilha interesse em arquitetura de dados e modelos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
117,B,Trust x Autonomy,B2,10,Finance,Financial Services,2,Future of Financial Services,True,0.475,0.586,0.644,1.0,0.031,2.135,"Este grupo compartilha interesse em arquitetura de dados e modelos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
207,B,Trust x Autonomy,B2,10,Finance,Energy,0,Future of Financial Services,True,0.475,0.586,0.644,1.0,0.031,2.135,"Este grupo compartilha interesse em arquitetura de dados e modelos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
111,B,Trust x Autonomy,B2,10,Risk/Legal,Financial Services,1,Future of Financial Services,True,0.475,0.586,0.644,1.0,0.031,2.135,"Este grupo compartilha interesse em arquitetura de dados e modelos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
181,B,Trust x Autonomy,B2,10,Finance,Financial Services,2,Future of Financial Services,True,0.475,0.586,0.644,1.0,0.031,2.135,"Este grupo compartilha interesse em arquitetura de dados e modelos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
121,B,Trust x Autonomy,B2,10,Finance,Financial Services,2,Future of Financial Services,True,0.475,0.586,0.644,1.0,0.031,2.135,"Este grupo compartilha interesse em arquitetura de dados e modelos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
164,B,Trust x Autonomy,B2,10,Risk/Legal,Financial Services,1,Future of Financial Services,True,0.475,0.586,0.644,1.0,0.031,2.135,"Este grupo compartilha interesse em arquitetura de dados e modelos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
149,B,Trust x Autonomy,B2,10,Strategy,Other,1,Future of Financial Services,True,0.475,0.586,0.644,1.0,0.031,2.135,"Este grupo compartilha interesse em arquitetura de dados e modelos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
63,B,Trust x Autonomy,B2,10,Risk/Legal,Financial Services,2,Future of Financial Services,True,0.475,0.586,0.644,1.0,0.031,2.135,"Este grupo compartilha interesse em arquitetura de dados e modelos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
91,B,Trust x Autonomy,B2,10,Technology/Data,Financial Services,2,Future of Financial Services,True,0.475,0.586,0.644,1.0,0.031,2.135,"Este grupo compartilha interesse em arquitetura de dados e modelos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
131,B,Trust x Autonomy,B3,9,Other,Technology,2,Future of Financial Services,True,0.446,0.651,0.764,1.0,0.0,2.249,"Este grupo compartilha interesse em governanca e risco e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: governanca e risco e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
140,B,Trust x Autonomy,B3,9,Finance,Energy,2,Future of Financial Services,True,0.446,0.651,0.764,1.0,0.0,2.249,"Este grupo compartilha interesse em governanca e risco e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: governanca e risco e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
8,B,Trust x Autonomy,B3,9,Finance,Financial Services,0,Future of Financial Services,True,0.446,0.651,0.764,1.0,0.0,2.249,"Este grupo compartilha interesse em governanca e risco e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: governanca e risco e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
210,B,Trust x Autonomy,B3,9,Technology/Data,Financial Services,2,Future of Financial Services,True,0.446,0.651,0.764,1.0,0.0,2.249,"Este grupo compartilha interesse em governanca e risco e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: governanca e risco e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
36,B,Trust x Autonomy,B3,9,Risk/Legal,Financial Services,1,Future of Financial Services,True,0.446,0.651,0.764,1.0,0.0,2.249,"Este grupo compartilha interesse em governanca e risco e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: governanca e risco e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
43,B,Trust x Autonomy,B3,9,Technology/Data,Financial Services,1,Future of Financial Services,True,0.446,0.651,0.764,1.0,0.0,2.249,"Este grupo compartilha interesse em governanca e risco e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: governanca e risco e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
76,B,Trust x Autonomy,B3,9,Finance,Financial Services,0,Future of Financial Services,True,0.446,0.651,0.764,1.0,0.0,2.249,"Este grupo compartilha interesse em governanca e risco e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: governanca e risco e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
52,B,Trust x Autonomy,B3,9,Strategy,Financial Services,1,Future of Financial Services,True,0.446,0.651,0.764,1.0,0.0,2.249,"Este grupo compartilha interesse em governanca e risco e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: governanca e risco e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
20,B,Trust x Autonomy,B3,9,Technology/Data,Healthcare,1,Future of Financial Services,True,0.446,0.651,0.764,1.0,0.0,2.249,"Este grupo compartilha interesse em governanca e risco e arquitetura de dados e modelos. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para Como agentes de IA estao redefinindo os servicos financeiros depois — a conversa pode continuar la.","Comecem por aqui: governanca e risco e arquitetura de dados e modelos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
61,B,Trust x Autonomy,B4,10,Technology/Data,Energy,1,Future of Operations,True,0.327,0.698,0.717,1.0,0.062,2.081,"Este grupo compartilha interesse em agentes autonomos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
194,B,Trust x Autonomy,B4,10,Risk/Legal,Professional Services,1,Future of Operations,True,0.327,0.698,0.717,1.0,0.062,2.081,"Este grupo compartilha interesse em agentes autonomos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
88,B,Trust x Autonomy,B4,10,Technology/Data,Healthcare,1,Future of Operations,True,0.327,0.698,0.717,1.0,0.062,2.081,"Este grupo compartilha interesse em agentes autonomos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
114,B,Trust x Autonomy,B4,10,Strategy,Technology,1,Future of Operations,True,0.327,0.698,0.717,1.0,0.062,2.081,"Este grupo compartilha interesse em agentes autonomos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
142,B,Trust x Autonomy,B4,10,Other,Professional Services,1,Future of Operations,True,0.327,0.698,0.717,1.0,0.062,2.081,"Este grupo compartilha interesse em agentes autonomos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
70,B,Trust x Autonomy,B4,10,Technology/Data,Professional Services,2,Future of Operations,True,0.327,0.698,0.717,1.0,0.062,2.081,"Este grupo compartilha interesse em agentes autonomos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
97,B,Trust x Autonomy,B4,10,Operations,Industrial/Manufacturing,2,Future of Operations,True,0.327,0.698,0.717,1.0,0.062,2.081,"Este grupo compartilha interesse em agentes autonomos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
126,B,Trust x Autonomy,B4,10,Risk/Legal,Healthcare,0,Future of Operations,True,0.327,0.698,0.717,1.0,0.062,2.081,"Este grupo compartilha interesse em agentes autonomos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
10,B,Trust x Autonomy,B4,10,Technology/Data,Technology,1,Future of Operations,True,0.327,0.698,0.717,1.0,0.062,2.081,"Este grupo compartilha interesse em agentes autonomos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
172,B,Trust x Autonomy,B4,10,Operations,Industrial/Manufacturing,1,Future of Operations,True,0.327,0.698,0.717,1.0,0.062,2.081,"Este grupo compartilha interesse em agentes autonomos e governanca e risco. Ao mesmo tempo, reune 5 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: agentes autonomos e governanca e risco. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
72,B,Trust x Autonomy,B5,10,Operations,Professional Services,1,Future of Operations,True,0.442,0.507,0.575,1.0,0.0,2.035,"Este grupo compartilha interesse em arquitetura de dados e modelos e agentes autonomos. Ao mesmo tempo, reune 3 funcoes diferentes, trazendo angulos distintos sobre o mesmo tema. A maior parte do pod pretende seguir para O Futuro das Operacoes depois — a conversa pode continuar la.","Comecem por aqui: arquitetura de dados e modelos e agentes autonomos. Onde a aprovacao humana deveria continuar obrigatoria, mesmo com agentes mais capazes?"
